Compound Name, 13 01a, 13 02a, 13 03a, 13 04a, 13 05a, 13 06a, 13 07a, 13 08a, 13 09a, 13 10a, 13 11a, 13 12a, 13 13a, 13 14a, 13 15a, 13 16a, 13 17a, 13 18a, 13 19a, 13 20a, 13 21a, 13 22a, 13 23a, 13 24a, 13 25a, 13 26a, 13 27a, 13 28a, 13 29a, 13 30a, 13 31a, 13 32a, 13 33a, 13 34a, 13 36a, 13 01b, 13 02b, 13 03b, 13 04b, 13 05b, 13 06b, 13 07b, 13 08b, 13 09b, 13 10b, 13 11b, 13 12b, 13 13b, 13 14b, 13 15b, 13 16b, 13 17b, 13 18b, 13 19b, 13 20b, 13 21b, 13 22b, 13 23b, 13 24b, 13 25b, 13 26b, 13 27b, 13 28b, 13 29b, 13 30b, 13 31b, 13 32b, 13 33b, 13 34b, 13 36b, 13 01c, 13 02c, 13 03c, 13 04c, 13 05c, 13 06c, 13 07c, 13 08c, 13 09c, 13 10c, 13 11c, 13 12c, 13 13c, 13 14c, 13 15c, 13 16c, 13 17c, 13 18c, 13 19c, 13 20c, 13 21c, 13 22c, 13 23c, 13 24c, 13 25c, 13 26c, 13 27c, 13 28c, 13 29c, 13 30c, 13 31c, 13 32c, 13 33c, 13 34c, 13 36c
1486_1.405_855.5923,7984.482,11391.16,85574.05,49216.89,600,40187.93,600,70963.14,600,600,76109.75,77771.98,65734.98,49250.54,600,600,600,43830.28,600,41473.66,600,600,600,600,84118.61,85217.43,600,600,600,600,31246.11,600,600,600,600,7984.482,11391.16,85574.05,49216.89,600,40187.93,600,70963.14,600,600,76109.75,77771.98,65734.98,49250.54,600,600,600,43830.28,600,41473.66,600,600,600,600,84118.61,85217.43,600,600,600,600,31246.11,600,600,600,600,7984.482,11391.16,85574.05,49216.89,600,40187.93,600,70963.14,600,600,76109.75,77771.98,65734.98,49250.54,600,600,600,43830.28,600,41473.66,600,600,600,600,84118.61,85217.43,600,600,600,600,31246.11,600,600,600,600
1487_1.416_855.6001,600,600,600,600,600,600,55024,600,187356.5,600,600,600,600,600,600,141776,183004.4,600,197911.5,600,600,600,36265.06,54796.66,600,600,600,600,600,16185.59,600,95181.17,103504.5,91884.72,97082.62,600,600,600,600,600,600,55024,600,187356.5,600,600,600,600,600,600,141776,183004.4,600,197911.5,600,600,600,36265.06,54796.66,600,600,600,600,600,16185.59,600,95181.17,103504.5,91884.72,97082.62,600,600,600,600,600,600,55024,600,187356.5,600,600,600,600,600,600,141776,183004.4,600,197911.5,600,600,600,36265.06,54796.66,600,600,600,600,600,16185.59,600,95181.17,103504.5,91884.72,97082.62
1488_7.134_856.4165,29664.62,23279.23,28245.48,13673.71,12767.8,26235.39,30029.17,16212.78,11927.64,18133.4,37944.66,18116.76,43604.36,30683.41,29678.17,32710.51,29236.11,35422.48,27691.45,30900.13,15276.07,48204.66,23074.43,13744.44,38679.83,38208.71,34608.48,9883.387,15651.01,9079.205,26840.8,34365.02,13242.75,29409.86,15268.92,29664.62,23279.23,28245.48,13673.71,12767.8,26235.39,30029.17,16212.78,11927.64,18133.4,37944.66,18116.76,43604.36,30683.41,29678.17,32710.51,29236.11,35422.48,27691.45,30900.13,15276.07,48204.66,23074.43,13744.44,38679.83,38208.71,34608.48,9883.387,15651.01,9079.205,26840.8,34365.02,13242.75,29409.86,15268.92,29664.62,23279.23,28245.48,13673.71,12767.8,26235.39,30029.17,16212.78,11927.64,18133.4,37944.66,18116.76,43604.36,30683.41,29678.17,32710.51,29236.11,35422.48,27691.45,30900.13,15276.07,48204.66,23074.43,13744.44,38679.83,38208.71,34608.48,9883.387,15651.01,9079.205,26840.8,34365.02,13242.75,29409.86,15268.92
1489_6.43_858.3861,1320719,692740.1,1126408,1264118,665290.1,807457.9,1181781,1008436,1022236,675451.4,1428545,949089.6,1382850,1485247,1456895,1192276,1400021,1490295,1368789,1382269,1163673,1631190,1059313,1025208,1335253,1222456,1139332,908789.7,1090386,954530.6,1356310,1560955,1192132,1433704,1087794,1320719,692740.1,1126408,1264118,665290.1,807457.9,1181781,1008436,1022236,675451.4,1428545,949089.6,1382850,1485247,1456895,1192276,1400021,1490295,1368789,1382269,1163673,1631190,1059313,1025208,1335253,1222456,1139332,908789.7,1090386,954530.6,1356310,1560955,1192132,1433704,1087794,1320719,692740.1,1126408,1264118,665290.1,807457.9,1181781,1008436,1022236,675451.4,1428545,949089.6,1382850,1485247,1456895,1192276,1400021,1490295,1368789,1382269,1163673,1631190,1059313,1025208,1335253,1222456,1139332,908789.7,1090386,954530.6,1356310,1560955,1192132,1433704,1087794
1490_1.36_861.6095,600,20231.63,133623,31261.33,600,600,600,600,142579,21504.16,600,600,600,139926.4,600,600,210140.1,50651.81,600,600,600,56750.54,6946.563,600,80739.09,600,600,600,600,5144.94,197698,221725.6,89651.22,600,69102.41,600,20231.63,133623,31261.33,600,600,600,600,142579,21504.16,600,600,600,139926.4,600,600,210140.1,50651.81,600,600,600,56750.54,6946.563,600,80739.09,600,600,600,600,5144.94,197698,221725.6,89651.22,600,69102.41,600,20231.63,133623,31261.33,600,600,600,600,142579,21504.16,600,600,600,139926.4,600,600,210140.1,50651.81,600,600,600,56750.54,6946.563,600,80739.09,600,600,600,600,5144.94,197698,221725.6,89651.22,600,69102.41
1491_5.923_862.3812,44810.62,51197.02,53317.14,56789.77,600,600,47153.1,600,53453.96,53900.98,93061.02,55128.7,52236.81,69721.92,66485.51,600,46030.65,49341.42,67397.27,600,43887.24,62904.22,66466.4,600,45798.14,70089.13,600,600,600,600,61660.22,69505.77,57259.32,92153.88,69526.61,44810.62,51197.02,53317.14,56789.77,600,600,47153.1,600,53453.96,53900.98,93061.02,55128.7,52236.81,69721.92,66485.51,600,46030.65,49341.42,67397.27,600,43887.24,62904.22,66466.4,600,45798.14,70089.13,600,600,600,600,61660.22,69505.77,57259.32,92153.88,69526.61,44810.62,51197.02,53317.14,56789.77,600,600,47153.1,600,53453.96,53900.98,93061.02,55128.7,52236.81,69721.92,66485.51,600,46030.65,49341.42,67397.27,600,43887.24,62904.22,66466.4,600,45798.14,70089.13,600,600,600,600,61660.22,69505.77,57259.32,92153.88,69526.61
1492_6.684_862.4172,39117.88,600,600,40411.96,600,600,600,600,600,600,65124.62,600,40026.9,600,600,39900.53,31535.76,44346.88,74469.65,600,600,600,600,70568.44,39723.5,600,600,38102.55,600,40452.53,25485.46,600,52349.73,600,600,39117.88,600,600,40411.96,600,600,600,600,600,600,65124.62,600,40026.9,600,600,39900.53,31535.76,44346.88,74469.65,600,600,600,600,70568.44,39723.5,600,600,38102.55,600,40452.53,25485.46,600,52349.73,600,600,39117.88,600,600,40411.96,600,600,600,600,600,600,65124.62,600,40026.9,600,600,39900.53,31535.76,44346.88,74469.65,600,600,600,600,70568.44,39723.5,600,600,38102.55,600,40452.53,25485.46,600,52349.73,600,600
1493_6.272_864.3951,319237.3,142669.6,252998.5,358907.1,160108.8,183583.9,341108.1,319515.8,342545,129448.6,492959.6,600,536884.7,506520,398427,468130.3,366244.7,594443.6,544139.9,553458.6,600,679673.6,600,265580.2,600,330444.9,652988,266733.4,251552.1,600,537610.3,570395.1,533171.6,647207.4,473139,319237.3,142669.6,252998.5,358907.1,160108.8,183583.9,341108.1,319515.8,342545,129448.6,492959.6,600,536884.7,506520,398427,468130.3,366244.7,594443.6,544139.9,553458.6,600,679673.6,600,265580.2,600,330444.9,652988,266733.4,251552.1,600,537610.3,570395.1,533171.6,647207.4,473139,319237.3,142669.6,252998.5,358907.1,160108.8,183583.9,341108.1,319515.8,342545,129448.6,492959.6,600,536884.7,506520,398427,468130.3,366244.7,594443.6,544139.9,553458.6,600,679673.6,600,265580.2,600,330444.9,652988,266733.4,251552.1,600,537610.3,570395.1,533171.6,647207.4,473139
1494_6.412_866.4141,600,600,199190.7,212998.5,600,600,600,175065,600,600,600,600,600,600,263499.3,229045.3,600,163323.3,220312.5,357841.2,600,600,600,600,600,600,416842.5,600,27613.73,36967,600,600,224152.2,307496.8,600,600,600,199190.7,212998.5,600,600,600,175065,600,600,600,600,600,600,263499.3,229045.3,600,163323.3,220312.5,357841.2,600,600,600,600,600,600,416842.5,600,27613.73,36967,600,600,224152.2,307496.8,600,600,600,199190.7,212998.5,600,600,600,175065,600,600,600,600,600,600,263499.3,229045.3,600,163323.3,220312.5,357841.2,600,600,600,600,600,600,416842.5,600,27613.73,36967,600,600,224152.2,307496.8,600
1495_6.326_874.3808,600,600,112693.2,600,27762,600,600,600,600,4269.678,600,600,110354.9,104470.9,81748.66,125189.7,110450.6,600,133433.6,86375.01,23843.1,600,19199.61,43327.48,600,56482.45,600,600,600,600,600,118177.8,193654.4,600,600,600,600,112693.2,600,27762,600,600,600,600,4269.678,600,600,110354.9,104470.9,81748.66,125189.7,110450.6,600,133433.6,86375.01,23843.1,600,19199.61,43327.48,600,56482.45,600,600,600,600,600,118177.8,193654.4,600,600,600,600,112693.2,600,27762,600,600,600,600,4269.678,600,600,110354.9,104470.9,81748.66,125189.7,110450.6,600,133433.6,86375.01,23843.1,600,19199.61,43327.48,600,56482.45,600,600,600,600,600,118177.8,193654.4,600,600
1496_6.098_876.3967,840505.1,464546,887858.8,830316,318956.5,637886.9,827845.1,559240.3,423073.4,600,979268.7,741521.6,1003987,1019388,964759.9,1052733,1034007,964816.8,1058110,300393.3,721619.7,1042043,872693.9,1115901,916722.9,1051682,460111.3,893446.6,447457.5,938454.9,966395.4,1056038,1085669,1119924,761504.8,840505.1,464546,887858.8,830316,318956.5,637886.9,827845.1,559240.3,423073.4,600,979268.7,741521.6,1003987,1019388,964759.9,1052733,1034007,964816.8,1058110,300393.3,721619.7,1042043,872693.9,1115901,916722.9,1051682,460111.3,893446.6,447457.5,938454.9,966395.4,1056038,1085669,1119924,761504.8,840505.1,464546,887858.8,830316,318956.5,637886.9,827845.1,559240.3,423073.4,600,979268.7,741521.6,1003987,1019388,964759.9,1052733,1034007,964816.8,1058110,300393.3,721619.7,1042043,872693.9,1115901,916722.9,1051682,460111.3,893446.6,447457.5,938454.9,966395.4,1056038,1085669,1119924,761504.8
1497_7.135_876.4144,30272.21,600,600,600,27982.53,600,51500.46,25091.29,32400.82,600,28575.64,27352.95,39497.34,40641.07,22120.43,49188.35,53755.08,42858.39,52764.62,600,7467.481,61583.18,6619.924,14096.48,38501.59,45537.62,35406.84,23387.1,13147.31,24784.27,45837.89,59414.05,29663.48,38384.74,27466.38,30272.21,600,600,600,27982.53,600,51500.46,25091.29,32400.82,600,28575.64,27352.95,39497.34,40641.07,22120.43,49188.35,53755.08,42858.39,52764.62,600,7467.481,61583.18,6619.924,14096.48,38501.59,45537.62,35406.84,23387.1,13147.31,24784.27,45837.89,59414.05,29663.48,38384.74,27466.38,30272.21,600,600,600,27982.53,600,51500.46,25091.29,32400.82,600,28575.64,27352.95,39497.34,40641.07,22120.43,49188.35,53755.08,42858.39,52764.62,600,7467.481,61583.18,6619.924,14096.48,38501.59,45537.62,35406.84,23387.1,13147.31,24784.27,45837.89,59414.05,29663.48,38384.74,27466.38
1498_6.3_882.409,600,600,600,600,600,600,600,600,600,600,600,109531.1,26002.1,600,600,135386.7,600,600,600,600,247793.4,163979.3,162342.2,600,600,145148.4,600,600,600,600,130662.6,30537.28,166558.5,159143.6,600,600,600,600,600,600,600,600,600,600,600,600,109531.1,26002.1,600,600,135386.7,600,600,600,600,247793.4,163979.3,162342.2,600,600,145148.4,600,600,600,600,130662.6,30537.28,166558.5,159143.6,600,600,600,600,600,600,600,600,600,600,600,600,109531.1,26002.1,600,600,135386.7,600,600,600,600,247793.4,163979.3,162342.2,600,600,145148.4,600,600,600,600,130662.6,30537.28,166558.5,159143.6,600
1499_6.236_882.41,1329239,496446.9,1217041,1273482,1110608,607816.7,1227123,1293438,359063.6,1467288,1571210,1153186,1601743,1612338,1616190,1472941,1461059,1569934,1525622,1755484,1305511,1706072,1532779,876715.6,1380098,1528991,1899370,287314.4,1754141,394727.5,1599822,1657117,1596350,1589138,342265.9,1329239,496446.9,1217041,1273482,1110608,607816.7,1227123,1293438,359063.6,1467288,1571210,1153186,1601743,1612338,1616190,1472941,1461059,1569934,1525622,1755484,1305511,1706072,1532779,876715.6,1380098,1528991,1899370,287314.4,1754141,394727.5,1599822,1657117,1596350,1589138,342265.9,1329239,496446.9,1217041,1273482,1110608,607816.7,1227123,1293438,359063.6,1467288,1571210,1153186,1601743,1612338,1616190,1472941,1461059,1569934,1525622,1755484,1305511,1706072,1532779,876715.6,1380098,1528991,1899370,287314.4,1754141,394727.5,1599822,1657117,1596350,1589138,342265.9
1500_1.31_883.6008,600,600,600,600,600,600,93951.48,600,108662.3,600,600,600,600,600,600,191358.3,389528.4,600,208612.1,600,600,600,77360.68,101443.5,600,600,600,600,600,600,600,60021.11,103662.2,600,600,600,600,600,600,600,600,93951.48,600,108662.3,600,600,600,600,600,600,191358.3,389528.4,600,208612.1,600,600,600,77360.68,101443.5,600,600,600,600,600,600,600,60021.11,103662.2,600,600,600,600,600,600,600,600,93951.48,600,108662.3,600,600,600,600,600,600,191358.3,389528.4,600,208612.1,600,600,600,77360.68,101443.5,600,600,600,600,600,600,600,60021.11,103662.2,600,600
1501_6.432_888.3959,227807.6,600,600,600,144404.4,158659.4,160156.7,600,600,600,268142.9,600,161953.7,279863.3,600,600,178358.3,600,600,600,221447,233504,600,44588.05,212689,202430,600,600,600,600,213874.6,246580,600,600,600,227807.6,600,600,600,144404.4,158659.4,160156.7,600,600,600,268142.9,600,161953.7,279863.3,600,600,178358.3,600,600,600,221447,233504,600,44588.05,212689,202430,600,600,600,600,213874.6,246580,600,600,600,227807.6,600,600,600,144404.4,158659.4,160156.7,600,600,600,268142.9,600,161953.7,279863.3,600,600,178358.3,600,600,600,221447,233504,600,44588.05,212689,202430,600,600,600,600,213874.6,246580,600,600,600
1502_6.562_890.4116,600,600,600,87795.98,600,4924.978,600,600,600,600,117066.4,600,600,151357.6,56442.89,600,600,600,34547.76,600,600,99115.22,600,600,600,82283.3,600,600,600,600,600,130274.4,83736.99,12808.25,600,600,600,600,87795.98,600,4924.978,600,600,600,600,117066.4,600,600,151357.6,56442.89,600,600,600,34547.76,600,600,99115.22,600,600,600,82283.3,600,600,600,600,600,130274.4,83736.99,12808.25,600,600,600,600,87795.98,600,4924.978,600,600,600,600,117066.4,600,600,151357.6,56442.89,600,600,600,34547.76,600,600,99115.22,600,600,600,82283.3,600,600,600,600,600,130274.4,83736.99,12808.25,600
1503_6.451_890.413,65940.07,600,62385.1,600,15580.97,39412.57,600,600,41897.89,16714.96,43970.16,24586.79,45422.74,48590.77,49227.24,600,48476.3,600,39596.05,66139.04,600,37421.57,33662.98,28721.85,600,600,6498.676,12811.66,600,600,600,43441.41,600,59931.16,600,65940.07,600,62385.1,600,15580.97,39412.57,600,600,41897.89,16714.96,43970.16,24586.79,45422.74,48590.77,49227.24,600,48476.3,600,39596.05,66139.04,600,37421.57,33662.98,28721.85,600,600,6498.676,12811.66,600,600,600,43441.41,600,59931.16,600,65940.07,600,62385.1,600,15580.97,39412.57,600,600,41897.89,16714.96,43970.16,24586.79,45422.74,48590.77,49227.24,600,48476.3,600,39596.05,66139.04,600,37421.57,33662.98,28721.85,600,600,6498.676,12811.66,600,600,600,43441.41,600,59931.16,600
1504_5.95_891.3831,24166.37,600,39530.95,19248.06,600,600,41233.2,18369.28,22683.82,16249.38,33424.77,37020.37,49832.53,37783.48,46743.89,57051.73,50733.22,26058.91,41901.98,13468,28673.88,52391.57,47939.59,46718.64,29938.66,52126.08,12678.89,600,600,16170.63,41281.06,40601.12,53889.32,60956.05,43072.58,24166.37,600,39530.95,19248.06,600,600,41233.2,18369.28,22683.82,16249.38,33424.77,37020.37,49832.53,37783.48,46743.89,57051.73,50733.22,26058.91,41901.98,13468,28673.88,52391.57,47939.59,46718.64,29938.66,52126.08,12678.89,600,600,16170.63,41281.06,40601.12,53889.32,60956.05,43072.58,24166.37,600,39530.95,19248.06,600,600,41233.2,18369.28,22683.82,16249.38,33424.77,37020.37,49832.53,37783.48,46743.89,57051.73,50733.22,26058.91,41901.98,13468,28673.88,52391.57,47939.59,46718.64,29938.66,52126.08,12678.89,600,600,16170.63,41281.06,40601.12,53889.32,60956.05,43072.58
1505_6.058_891.4064,49757.44,7230.065,40809.01,64610.02,70264.48,34401.59,56284.04,24358.13,41467.38,45594.83,80836.45,37291.05,54425.59,73668.99,5971.526,600,55971.34,84369.92,63315.5,70748.14,40168.38,41329.13,600,22233.76,74707.13,13376.37,101452.9,26575.42,38932.5,13099.08,70385,62415.01,51934.9,35022.9,37532.38,49757.44,7230.065,40809.01,64610.02,70264.48,34401.59,56284.04,24358.13,41467.38,45594.83,80836.45,37291.05,54425.59,73668.99,5971.526,600,55971.34,84369.92,63315.5,70748.14,40168.38,41329.13,600,22233.76,74707.13,13376.37,101452.9,26575.42,38932.5,13099.08,70385,62415.01,51934.9,35022.9,37532.38,49757.44,7230.065,40809.01,64610.02,70264.48,34401.59,56284.04,24358.13,41467.38,45594.83,80836.45,37291.05,54425.59,73668.99,5971.526,600,55971.34,84369.92,63315.5,70748.14,40168.38,41329.13,600,22233.76,74707.13,13376.37,101452.9,26575.42,38932.5,13099.08,70385,62415.01,51934.9,35022.9,37532.38
1506_6.059_892.3912,120621.5,30491.02,100813.9,118037.3,21103.25,600,154315.3,119585.2,143432.1,600,169486.7,120396.5,178899.3,161264.2,600,600,191648,96101.63,124184.6,96691.64,600,177455,13374.46,600,125926.7,600,20087.01,21762.16,34580.84,45616.71,106284.4,137360.4,54806.79,142633.6,165529.3,120621.5,30491.02,100813.9,118037.3,21103.25,600,154315.3,119585.2,143432.1,600,169486.7,120396.5,178899.3,161264.2,600,600,191648,96101.63,124184.6,96691.64,600,177455,13374.46,600,125926.7,600,20087.01,21762.16,34580.84,45616.71,106284.4,137360.4,54806.79,142633.6,165529.3,120621.5,30491.02,100813.9,118037.3,21103.25,600,154315.3,119585.2,143432.1,600,169486.7,120396.5,178899.3,161264.2,600,600,191648,96101.63,124184.6,96691.64,600,177455,13374.46,600,125926.7,600,20087.01,21762.16,34580.84,45616.71,106284.4,137360.4,54806.79,142633.6,165529.3
1507_6.346_896.4254,495194,252915.3,492007.6,445125.7,13134.52,300495,411806,394582.4,338392.9,397124.2,516459.6,438410.4,509628.5,526478.5,503954.6,72298.43,521130.8,515359,515476.9,369338.4,265402.1,615766.9,425649,412321.1,468649.3,544311.4,222340.5,390993.9,131063.9,412200.8,508021.5,600,606703.8,498271.9,303730.3,495194,252915.3,492007.6,445125.7,13134.52,300495,411806,394582.4,338392.9,397124.2,516459.6,438410.4,509628.5,526478.5,503954.6,72298.43,521130.8,515359,515476.9,369338.4,265402.1,615766.9,425649,412321.1,468649.3,544311.4,222340.5,390993.9,131063.9,412200.8,508021.5,600,606703.8,498271.9,303730.3,495194,252915.3,492007.6,445125.7,13134.52,300495,411806,394582.4,338392.9,397124.2,516459.6,438410.4,509628.5,526478.5,503954.6,72298.43,521130.8,515359,515476.9,369338.4,265402.1,615766.9,425649,412321.1,468649.3,544311.4,222340.5,390993.9,131063.9,412200.8,508021.5,600,606703.8,498271.9,303730.3
1508_6.399_896.4254,35125.75,11510.96,600,1506.479,9948.92,49323.91,57498.4,600,4234.802,40402.65,81020.41,33402.43,78642.31,76428.72,82687.73,27265.5,32543.58,71966.06,50259.5,37966.23,10220.84,600,3666.007,56071.1,35270.99,45098.85,132295.3,75473.59,106108.6,44637.29,600,600,600,105289.4,71939.37,35125.75,11510.96,600,1506.479,9948.92,49323.91,57498.4,600,4234.802,40402.65,81020.41,33402.43,78642.31,76428.72,82687.73,27265.5,32543.58,71966.06,50259.5,37966.23,10220.84,600,3666.007,56071.1,35270.99,45098.85,132295.3,75473.59,106108.6,44637.29,600,600,600,105289.4,71939.37,35125.75,11510.96,600,1506.479,9948.92,49323.91,57498.4,600,4234.802,40402.65,81020.41,33402.43,78642.31,76428.72,82687.73,27265.5,32543.58,71966.06,50259.5,37966.23,10220.84,600,3666.007,56071.1,35270.99,45098.85,132295.3,75473.59,106108.6,44637.29,600,600,600,105289.4,71939.37
1509_5.887_900.4205,866446.4,1038031,980507.9,935450.3,90844.27,593253.1,918148.1,747127.8,979959.4,982004.3,1111542,940665.1,1182904,1149257,1115939,1322659,1210149,961943.6,1154345,364436.1,932345.9,1202193,1293195,1347173,1024197,1268557,319777.3,1266167,219060.5,1174801,1024395,1106965,1360085,1292230,988483.2,866446.4,1038031,980507.9,935450.3,90844.27,593253.1,918148.1,747127.8,979959.4,982004.3,1111542,940665.1,1182904,1149257,1115939,1322659,1210149,961943.6,1154345,364436.1,932345.9,1202193,1293195,1347173,1024197,1268557,319777.3,1266167,219060.5,1174801,1024395,1106965,1360085,1292230,988483.2,866446.4,1038031,980507.9,935450.3,90844.27,593253.1,918148.1,747127.8,979959.4,982004.3,1111542,940665.1,1182904,1149257,1115939,1322659,1210149,961943.6,1154345,364436.1,932345.9,1202193,1293195,1347173,1024197,1268557,319777.3,1266167,219060.5,1174801,1024395,1106965,1360085,1292230,988483.2
1510_6.703_901.4047,171954.7,98622.88,175599.5,184704.9,600,126575.1,152400.9,107857.6,105823.1,106840.6,220763.5,133705.7,189505,230114,235461.7,154934.9,600,138032.8,190566.8,231922.9,600,600,156186.1,79376.34,184550.6,170690.3,254928.6,600,600,99665.2,195562.3,205232.6,176323.2,221257.2,156489.7,171954.7,98622.88,175599.5,184704.9,600,126575.1,152400.9,107857.6,105823.1,106840.6,220763.5,133705.7,189505,230114,235461.7,154934.9,600,138032.8,190566.8,231922.9,600,600,156186.1,79376.34,184550.6,170690.3,254928.6,600,600,99665.2,195562.3,205232.6,176323.2,221257.2,156489.7,171954.7,98622.88,175599.5,184704.9,600,126575.1,152400.9,107857.6,105823.1,106840.6,220763.5,133705.7,189505,230114,235461.7,154934.9,600,138032.8,190566.8,231922.9,600,600,156186.1,79376.34,184550.6,170690.3,254928.6,600,600,99665.2,195562.3,205232.6,176323.2,221257.2,156489.7
1511_6.723_902.4114,588114.9,600,624627.3,589613.4,528724.9,600,588887.6,400589.3,443797.7,600,835866.9,488724.9,723947.3,794608.7,784120.8,580418.9,537384.1,767432.3,699999.6,698103,410956.6,788928.1,600,282404.1,652429,527420.3,755737.8,282891.9,600,308749.9,693639.8,789723.9,597678.9,793258.9,571174.6,588114.9,600,624627.3,589613.4,528724.9,600,588887.6,400589.3,443797.7,600,835866.9,488724.9,723947.3,794608.7,784120.8,580418.9,537384.1,767432.3,699999.6,698103,410956.6,788928.1,600,282404.1,652429,527420.3,755737.8,282891.9,600,308749.9,693639.8,789723.9,597678.9,793258.9,571174.6,588114.9,600,624627.3,589613.4,528724.9,600,588887.6,400589.3,443797.7,600,835866.9,488724.9,723947.3,794608.7,784120.8,580418.9,537384.1,767432.3,699999.6,698103,410956.6,788928.1,600,282404.1,652429,527420.3,755737.8,282891.9,600,308749.9,693639.8,789723.9,597678.9,793258.9,571174.6
1512_6.633_903.4186,600,193670.3,600,94167.78,50292.32,312631.9,600,600,600,27934.55,600,600,600,600,600,600,600,600,600,150269.8,600,600,290988.1,227482.3,600,102775.4,600,600,524929,58908.91,600,600,600,600,600,600,193670.3,600,94167.78,50292.32,312631.9,600,600,600,27934.55,600,600,600,600,600,600,600,600,600,150269.8,600,600,290988.1,227482.3,600,102775.4,600,600,524929,58908.91,600,600,600,600,600,600,193670.3,600,94167.78,50292.32,312631.9,600,600,600,27934.55,600,600,600,600,600,600,600,600,600,150269.8,600,600,290988.1,227482.3,600,102775.4,600,600,524929,58908.91,600,600,600,600,600
